"gene_id","transcript_length","gene_length","cds_count"
"AL7G14360",1527,2522,3
"AL7G14370",284,1678,1
"AL7G14390",240,889,1
"AL7G14400",882,2475,5
"AL7G14420",2802,4494,11
"AL7G14450",630,1276,2
"AL7G14460",947,2116,4
"AL7G14470",1272,1743,2
"AL7G14480",387,1195,1
"AL7G14490",1899,3007,8
"AL7G14500",246,1223,1
"AL7G14510",168,168,1
"AL7G14520",2243,5659,4
"AL7G14530",894,1621,5
"AL7G14540",1131,1932,7
"AL7G14550",4206,5217,8
"AL7G14560",369,608,1
"AL7G14570",1080,1577,4
"AL7G14580",10,251,0
"AL7G14590",1287,2219,3
"AL7G14600",1449,3438,12
"AL7G14610",1632,3252,13
"AL7G14620",171,452,1
"AL7G14630",1092,1935,2
"AL7G14640",395,1170,6
"AL7G14650",1218,3187,16
"AL7G14660",996,1526,4
"AL7G14670",540,1335,1
"AL7G14680",486,1161,6
"AL7G14690",1680,3746,15
"AL7G14700",1503,2748,2
"AL7G14710",1548,5173,9
"AL7G14720",2571,4897,18
"AL7G14730",1401,2339,7
"AL7G14740",1896,3821,18
"AL7G14750",1869,4041,18
"AL7G14760",1947,4035,17
"AL8G11060",NA,189,0
"AL7G14770",975,2145,2
"AL7G14780",1455,2629,9
"AL7G14800",732,1192,2
"AL7G14810",282,1689,1
"AL7G14820",135,1084,2
"AL7G14830",1563,2283,3
"AL7G14840",2019,4315,15
"AL7G14860",1464,2788,12
"AL7G14870",3399,3691,2
"AL7G14880",1131,3397,3
"AL7G14890",3516,4165,5
"AL7G14900",3138,3754,6
"AL7G14910",777,1212,2
"AL7G14920",2985,4133,5
"AL7G14930",315,885,1
"AL7G14940",282,737,3
"AL7G14950",1491,2578,6
"AL7G14960",11526,18030,34
"AL7G14970",1617,3447,12
"AL7G14980",277,595,2
"AL7G14990",760,1481,5
"AL7G15000",1830,3042,10
"AL7G15010",483,810,1
"AL7G15020",2010,2393,1
"AL7G15030",789,1158,1
"AL7G15040",909,1901,2
"AL7G15050",573,842,3
"AL7G15060",1341,1876,4
"AL7G15070",267,1046,3
"AL7G15080",840,1684,9
"AL7G15090",594,3250,7
"AL7G15100",1059,2097,3
"AL7G15110",906,1955,4
"AL7G15120",1266,3305,7
"AL7G15130",1380,2797,7
"AL7G15140",234,1186,3
"AL7G15150",843,1664,3
"AL7G15160",1581,3560,6
"AL7G15170",1569,2677,10
"AL7G15180",2454,2721,1
"AL7G15190",942,1089,2
"AL7G15210",636,1923,6
"AL7G15220",1335,3443,13
"AL7G15230",711,1557,5
"AL7G15240",2364,7111,23
"AL7G15250",713,1610,7
"AL7G15260",873,1943,7
"AL7G15270",5517,7600,13
"AL7G15280",2574,4480,10
"AL7G15290",705,2318,8
"AL7G15310",186,464,1
"AL7G15320",1713,3832,14
"AL7G15330",552,1080,5
"AL7G15340",1131,3070,7
"AL7G15350",609,1757,3
"AL7G15360",2154,4255,19
"AL7G15370",1080,1275,1
"AL7G15380",1398,2520,7
"AL7G15390",243,497,2
"AL7G15400",978,1266,1
"AL7G15410",843,920,1
"AL7G15420",879,1110,1
"AL7G15430",852,1056,1
"AL7G15440",399,894,3
"AL639U10010",344,631,3
"AL7G15450",603,642,1
"AL7G15460",1068,2674,10
"AL7G15470",252,320,1
"AL7G15480",210,555,1
"AL7G15490",1107,1672,4
"AL7G15500",1068,2288,10
"AL7G15520",1296,1526,1
"AL7G15530",1296,2330,10
"AL7G15540",789,864,1
"AL7G15550",1278,2656,6
"AL7G15560",990,2217,5
"AL7G15570",186,456,1
"AL7G15580",1542,2482,6
"AL7G15590",378,1330,7
"AL7G15600",3147,5663,21
"AL7G15610",546,1653,2
"AL7G15620",1593,1764,1
"AL7G15630",588,1828,5
"AL7G15640",409,1104,2
"AL7G15650",3510,6433,24
"AL7G15660",1008,1848,1
"AL7G15670",1323,2212,4
"AL7G15680",471,784,1
"AL7G15690",606,885,1
"AL7G15700",1647,3046,3
"AL7G15710",1119,2092,2
"AL7G15720",1029,2648,8
"AL7G15730",2148,3558,6
"AL7G15740",981,1847,6
"AL7G15750",514,1261,2
"AL7G15760",900,1461,1
"AL7G15770",235,2845,1
"AL7G15780",5115,6231,10
"AL7G15790",1364,3125,15
"AL7G15800",1104,2624,12
"AL7G15810",1068,1623,4
"AL7G15820",1059,3020,15
"AL7G15830",444,751,1
"AL7G15840",1575,2975,7
"AL7G15850",2220,3377,5
"AL7G15880",2739,3994,6
"AL7G15890",852,1087,1
"AL7G15900",2931,3880,4
"AL7G15910",1104,2331,4
"AL7G15920",31,200,1
"AL7G15930",1206,2223,7
"AL7G15940",2550,3585,4
"AL7G15950",1539,3022,9
"AL7G15960",819,1701,6
"AL7G15970",553,810,1
"AL7G15980",231,1527,4
"AL7G15990",336,1024,3
"AL7G16000",752,1274,2
"AL7G16010",678,2382,7
"AL7G16020",1437,2057,5
"AL7G16030",910,2170,3
"AL7G16040",366,407,1
"AL7G16050",1107,2538,2
"AL7G16060",995,1585,3
"AL7G16070",1778,2604,6
"AL7G16080",2412,2613,1
"AL7G16090",2352,4003,3
"AL7G16100",1192,1479,1
"AL7G16110",1161,2489,3
"AL7G16120",843,1720,4
"AL7G16130",1386,2812,7
"AL7G16140",1098,2026,2
"AL7G16150",798,1584,2
"AL3G37370",211,465,2
"AL7G16160",459,747,2
"AL7G16170",1217,2407,6
"AL7G16180",786,1609,2
"AL7G16190",1347,2888,6
"AL7G16200",597,1786,7
"AL7G16210",2535,4159,17
"AL7G16220",864,3104,9
"AL7G16230",837,1059,2
"AL7G16240",2295,2641,1
"AL7G16250",426,1115,3
"AL7G16260",675,2172,6
"AL7G16270",1704,2401,3
"AL7G16280",1995,2364,1
"AL7G16290",432,1317,2
"AL7G16300",957,1226,1
"AL7G16320",1890,3527,14
"AL7G16310",4086,6230,14
"AL7G16330",1625,2184,5
"AL7G16340",519,826,1
"AL7G16350",1716,2953,4
"AL7G16360",1179,1520,3
"AL7G16370",765,1863,8
"AL7G16380",3258,6420,19
"AL7G16390",318,480,1
"AL7G16400",285,537,1
"AL7G16410",321,578,1
"AL7G16420",321,365,1
"AL7G16430",315,539,1
"AL7G16440",324,708,1
"AL7G16450",447,955,1
"AL7G16460",1686,2057,1
"AL7G16470",660,1925,3
"AL7G16480",417,1457,2
"AL1G23340",261,321,2
"AL7G16490",2127,2905,1
"AL4G20020",NA,1336,0
"AL7G16500",354,1943,5
"AL7G16520",807,1427,2
"AL7G16530",789,1781,7
"AL7G16540",1107,3319,10
"AL7G16550",1242,3083,13
"AL7G16560",1239,3561,13
"AL7G16570",633,1245,1
"AL7G16580",342,1653,3
"AL7G16590",1611,3048,4
"AL7G16600",249,979,3
"AL7G16610",159,262,2
"AL7G16620",471,1292,1
"AL7G16630",1665,3712,12
"AL7G16640",1557,3427,9
"AL7G16650",639,1166,1
"AL7G16660",327,1320,4
"AL7G16670",477,1189,2
"AL7G16680",921,1657,5
"AL7G16700",1002,1742,6
"AL7G16710",1518,1673,1
"AL7G16720",1464,1626,1
"AL7G16730",1308,3149,7
"AL7G16740",1434,2997,10
"AL7G16750",1515,3163,6
"AL7G16760",459,743,1
"AL7G16770",804,2472,4
"AL7G16780",2661,5453,17
"AL7G16790",2010,3443,8
"AL7G16800",2949,4469,7
"AL7G16810",1029,2549,5
"AL7G16820",387,677,1
"AL7G16840",519,1632,6
"AL7G16850",807,1120,1
"AL7G16860",255,5253,4
"AL7G16870",1146,2569,7
"AL7G16880",2598,3910,8
"AL7G16890",1428,1942,1
"AL7G16900",1794,2897,6
"AL7G16910",786,2114,7
"AL7G16920",1401,3762,10
"AL7G16930",1068,1385,1
"AL7G16940",939,1379,4
"AL7G16950",1125,3634,2
"AL7G16960",3687,5725,10
"AL7G16970",1101,1301,1
"AL7G16980",435,1555,2
"AL7G16990",2358,3839,10
"AL7G17000",873,2410,8
"AL7G17010",285,1616,3
"AL7G17020",1122,1367,1
"AL7G17030",2535,3884,9
"AL7G17040",1482,1736,1
"AL7G17050",1647,3335,11
"AL7G17060",1515,1741,1
"AL7G17070",1545,7352,9
"AL7G17080",1074,2011,5
"AL7G17090",2274,2705,2
"AL7G17100",789,1831,2
"AL7G17110",1812,2807,4
"AL7G17120",426,1208,4
"AL310U10020",570,1238,4
"AL7G17140",706,1388,7
"AL7G17150",270,1348,2
"AL7G17160",648,2156,1
"AL7G17170",222,903,1
"AL7G17180",168,210,1
"AL188U10010",219,259,1
"AL7G17190",600,1276,4
"AL7G17200",560,2429,7
"AL7G17210",1125,1829,4
"AL7G17220",741,2497,7
"AL7G17230",1581,3756,11
"AL7G17240",1467,1795,2
"AL7G17260",1449,1809,2
"AL7G17270",714,2056,8
"AL7G17280",1878,3781,9
"AL7G17290",2596,3889,8
"AL7G17300",3483,4792,10
"AL7G17310",993,2292,10
"AL7G17320",3303,5705,20
"AL7G17330",780,1524,5
"AL7G17340",2004,4577,5
"AL7G17360",1796,3032,10
"AL7G17370",1392,2752,8
"AL7G17380",1344,2846,5
"AL7G17390",2454,2909,2
"AL7G17400",468,792,2
"AL7G17410",663,2626,5
"AL7G17420",2262,2540,1
"AL7G17440",204,610,1
"AL7G17460",1089,3053,10
"AL7G17470",1395,2738,8
"AL7G17480",789,1818,5
"AL7G17490",1058,1123,1
"AL7G17500",399,1107,5
"AL7G17510",1143,2393,4
"AL7G17520",867,2012,8
"AL7G17530",780,1809,4
"AL7G17540",1029,1804,1
"AL7G17550",174,1079,2
"AL7G17560",183,5555,10
"AL7G17570",1068,1676,5
"AL7G17590",1218,2045,4
"AL7G17600",171,793,3
"AL7G17610",1734,2471,6
"AL7G17620",1731,2508,6
"AL7G17630",1776,2321,6
"AL7G17640",1713,2660,6
"AL7G17650",1710,3182,6
"AL7G17660",522,1511,3
"AL7G17670",1482,4796,10
"AL7G17680",627,1729,4
"AL7G17690",189,1549,1
"AL7G17700",1176,3131,9
"AL7G17710",1995,4149,15
"AL7G17720",1413,2339,1
"AL7G17730",519,668,1
"AL7G17740",492,733,1
"AL7G17750",502,697,1
"AL7G17770",354,2204,3
"AL7G17780",1275,3135,11
"AL7G17790",738,1500,3
"AL7G17800",1386,2925,10
"AL7G17810",960,2243,5
"AL7G17820",237,458,1
"AL7G17830",224,1185,4
"AL7G17840",228,952,2
"AL7G17850",2427,6305,20
"AL7G17860",291,749,2
"AL7G17870",2055,4045,11
"AL7G17880",612,1957,6
"AL7G17890",2364,5607,17
"AL7G17900",462,915,1
"AL7G17910",1359,1410,2
"AL7G17920",1398,1524,1
"AL7G17930",411,451,1
"AL7G17940",906,3204,9
"AL7G17950",915,1330,1
"AL7G17960",288,483,1
"AL7G17970",348,756,2
"AL7G17980",1071,2997,11
"AL7G17990",2967,5094,19
"AL7G18000",2568,4120,10
"AL7G18010",2191,5393,15
"AL7G18020",714,1984,4
"AL7G18030",1518,2366,5
"AL7G18040",2253,3667,9
"AL7G18050",1227,1845,1
"AL7G18060",1269,1992,8
"AL7G18070",1023,2895,10
"AL7G18080",1266,2997,9
"AL7G18090",597,982,2
"AL7G18110",819,1975,5
"AL7G18120",753,1532,2
"AL7G18130",1428,3327,5
"AL7G18140",1848,4515,11
"AL7G18150",945,1845,4
"AL7G18160",1119,2318,3
"AL7G18170",1932,2532,2
"AL7G18180",2334,2730,2
"AL7G18190",987,3589,7
"AL7G18200",999,1786,5
"AL7G18210",360,795,2
"AL7G18220",807,2306,8
"AL7G18230",1782,3359,4
"AL7G18240",2451,2997,5
"AL7G18260",69,244,2
"AL7G18270",1194,2275,4
"AL7G18280",1371,2390,5
"AL7G18290",1344,2854,5
"AL7G18300",687,4347,8
"AL7G18320",5271,8839,11
"AL7G18330",1830,2255,3
"AL7G18340",1578,3999,5
"AL7G18350",2973,5918,17
"AL7G18360",4557,13078,38
"AL7G18370",927,2043,5
"AL7G18380",2994,3048,1
"AL7G18390",1260,1687,1
"AL7G18400",3189,6412,24
"AL7G18410",1491,3156,12
"AL7G18420",201,378,1
"AL7G18430",1047,2934,6
"AL7G18440",672,1768,6
"AL7G18450",1068,2399,7
"AL7G18460",276,1176,3
"AL7G18470",556,1475,5
"AL7G18480",2640,5149,18
"AL7G18490",1560,4998,13
"AL7G18510",1824,2414,5
"AL7G18520",1515,3464,10
"AL7G18530",1467,2617,8
"AL7G18540",1221,1523,2
"AL7G18600",7085,10188,14
"AL7G18610",505,1623,6
"AL7G18630",435,635,1
"AL7G18640",1428,4374,2
"AL2G11780",395,524,2
"AL7G18650",1170,2300,4
"AL7G18660",3114,4668,14
"AL7G18690",1041,2837,10
"AL7G18700",341,1079,4
"AL7G18710",1419,3115,4
"AL7G18720",2061,4048,13
"AL7G18730",795,1629,3
"AL7G18740",969,2119,5
"AL7G18750",1485,2930,9
"AL7G18760",504,1526,4
"AL7G18770",4275,8401,22
"AL7G18780",468,1512,5
"AL7G18790",10,298,0
"AL7G18800",2151,4276,18
"AL7G18810",582,2433,8
"AL7G18820",930,1344,2
"AL7G18830",2499,5228,17
"AL7G18840",291,465,2
"AL7G18850",474,575,1
"AL7G18860",582,905,1
"AL7G18870",2343,5127,12
"AL7G18880",1362,3770,13
"AL7G18890",1387,1728,1
"AL7G18900",873,2076,9
"AL7G18910",5568,10642,19
"AL7G18920",1713,3285,6
"AL7G18930",687,1027,1
"AL7G18940",1704,2976,4
"AL7G18950",375,655,4
"AL7G18960",852,1937,4
"AL7G18970",1449,2964,10
"AL7G18990",2016,5398,10
"AL7G19000",879,2442,3
"AL7G19010",2988,5279,11
"AL7G19020",1302,3548,10
"AL7G19032",197,250,2
"AL7G19036",2159,3111,8
"AL7G19040",6444,12083,26
"AL7G19050",528,1528,4
"AL7G19060",822,1948,2
"AL7G19070",2586,3655,9
"AL7G19080",987,1836,9
"AL7G19090",1203,3196,12
"AL7G19100",842,2052,3
"AL7G19110",1989,3508,13
"AL7G19120",3279,9192,24
"AL7G19130",1932,3806,13
"AL7G19140",4650,6330,4
"AL7G19150",933,2272,3
"AL7G19160",684,1726,3
"AL7G19170",1356,2657,4
"AL7G19180",525,1619,6
"AL7G19190",990,2552,6
"AL7G19200",939,2330,10
"AL7G19210",2772,6225,18
"AL7G19220",1245,2122,4
"AL7G19230",1389,2339,10
"AL7G19240",678,964,2
"AL7G19260",782,1840,2
"AL7G19270",1820,3366,9
"AL7G19280",543,1888,4
"AL7G19290",1590,3477,11
"AL7G19300",2028,3830,12
"AL7G19310",2643,4381,12
"AL7G19320",666,1060,2
"AL7G19330",864,1778,3
"AL7G19340",369,2285,4
"AL7G19370",1098,2086,3
"AL7G19380",1599,1992,1
"AL7G19390",102,1508,1
"AL7G19400",1200,3400,3
"AL7G19410",2292,2458,1
"AL7G19420",2538,5334,13
"AL7G19430",3246,5930,14
"AL7G19440",1179,2057,3
"AL7G19450",1053,1603,1
"AL7G19470",1374,4504,8
"AL7G19480",1452,3597,13
"AL7G19490",2199,3426,6
"AL7G19500",459,1744,2
"AL7G19520",990,2640,10
"AL7G19530",2478,3170,1
"AL7G19540",732,1524,4
"AL7G19550",1158,1493,1
"AL7G19560",1911,2343,1
"AL7G19570",756,1366,4
"AL7G19580",1029,2913,10
"AL7G19600",714,1753,5
"AL7G19610",654,1080,2
"AL7G19620",1839,3210,4
"AL7G43310",354,405,1
"AL7G19640",2334,3030,2
"AL7G19660",538,1438,6
"AL7G19650",207,618,2
"AL7G19670",2709,6240,22
"AL7G19680",726,2063,8
"AL7G19690",1524,1590,1
"AL7G19700",1923,4789,8
"AL7G19710",660,1841,4
"AL7G19730",627,2618,7
"AL7G19740",1038,3021,12
"AL7G19760",335,335,1
"AL7G19780",15,159,2
"AL7G19750",372,828,2
"AL7G19790",369,656,2
"AL7G19800",330,910,2
"AL7G19810",563,1147,1
"AL7G19820",2361,3373,2
"AL7G19830",786,2545,4
"AL7G19840",1869,4492,17
"AL7G19850",1152,2248,6
"AL7G19860",771,2598,5
"AL7G19870",552,1493,1
"AL7G19880",2358,9246,12
"AL7G19890",1260,2960,10
"AL7G19900",1362,3058,11
"AL7G19910",156,926,3
"AL7G19920",2034,5911,6
"AL7G19940",1575,2143,3
"AL7G19950",1575,2098,3
"AL7G19960",705,1303,3
"AL7G19970",1653,2824,6
"AL7G19980",1386,2980,3
"AL7G19990",1593,3356,12
"AL7G20000",3846,7421,29
"AL7G20020",10,5410,0
"AL7G20050",1554,2853,2
"AL1G52000",NA,365,0
"AL7G20060",2604,5353,14
"AL4G42330",119,497,2
"AL7G20070",153,1194,1
"AL7G20090",438,3504,1
"AL7G20100",302,2943,4
"AL7G20120",1092,2807,10
"AL7G20130",3345,3575,1
"AL7G20140",534,824,2
"AL7G20150",303,579,1
"AL7G20160",1716,4013,4
"AL7G20170",1233,3421,14
"AL7G20180",167,797,2
"AL7G20200",1011,1748,3
"AL7G20210",615,1293,4
"AL7G20220",834,1709,3
"AL7G20230",1602,3012,8
"AL7G20240",1257,2808,9
"AL7G20250",981,1673,4
"AL7G20260",936,3241,8
"AL7G20270",1821,2184,2
"AL7G20280",549,2289,7
"AL7G20290",474,807,1
"AL7G20300",231,989,1
"AL7G20310",405,2576,6
"AL7G20320",1185,1807,5
"AL7G20330",309,467,2
"AL7G20350",1013,1755,4
"AL7G20370",1830,3179,10
"AL7G20380",1857,3619,11
"AL7G20390",1127,4313,7
"AL7G20400",948,2291,6
"AL7G18590",147,167,1
"AL7G20420",1350,2713,9
"AL7G18560",134,821,1
"AL7G20430",1443,2343,8
"AL7G20440",972,2203,7
"AL7G20450",2079,3154,5
"AL7G20460",609,2312,5
"AL7G20470",4464,5268,6
"AL343U10020",3150,4573,3
"AL343U10010",414,1137,2
"AL7G20480",1005,1618,3
"AL7G20490",183,543,1
"AL7G20500",2061,2911,1
"AL7G20510",975,2112,9
"AL7G20520",2646,4259,15
"AL7G20530",858,1184,2
"AL7G20540",345,527,1
"AL7G20550",624,1235,2
"AL7G20560",1500,1806,2
"AL7G20570",798,1552,3
"AL7G20580",1624,3060,1
"AL7G20590",558,729,1
"AL7G20600",639,1630,2
"AL7G20620",1185,2618,1
"AL7G20630",1725,4362,13
"AL7G20640",1215,2014,5
"AL7G20650",921,2080,2
"AL7G20660",897,1816,5
"AL7G20670",2049,3975,14
"AL7G20690",375,713,1
"AL7G20700",870,1105,1
"AL7G20710",558,2039,4
"AL7G20720",1131,5386,10
"AL7G20730",881,1611,3
"AL7G20740",1314,4048,14
"AL7G20750",720,1386,2
"AL7G20760",564,844,1
"AL7G20770",519,1414,5
"AL7G20780",702,2395,8
"AL7G20790",684,2577,8
"AL7G20800",894,1743,2
"AL7G20820",571,1169,3
"AL7G20840",2799,4378,8
"AL7G20860",2298,3334,9
"AL7G20870",3891,7704,23
"AL7G20880",1935,2761,3
"AL7G20890",1674,2927,10
"AL7G20900",1239,2509,2
"AL7G20910",5730,7470,13
"AL7G20920",893,2198,9
"AL7G20930",1455,2170,2
"AL7G20940",588,1758,3
"AL7G20950",1929,4625,23
"AL7G20960",738,2016,7
"AL7G20970",2397,2701,3
"AL7G20980",1236,2536,5
"AL7G21000",1797,2563,1
"AL7G21010",564,1843,1
"AL7G21020",867,1476,4
"AL7G21030",1320,2680,7
"AL7G21040",885,1863,5
"AL7G21050",1227,2057,5
"AL7G21060",1671,2612,7
"AL7G21070",2088,5409,13
"AL7G21080",861,2554,9
"AL7G21090",7833,13805,31
"AL7G21100",927,2435,6
"AL8G12740",112,217,1
"AL7G21120",1332,1893,1
"AL7G21130",1344,5717,10
"AL7G21140",1326,1922,1
"AL7G21150",1410,2340,5
"AL7G21160",822,1843,5
"AL7G21170",1752,2922,10
"AL7G21180",1755,2820,10
"AL7G21190",951,2865,7
"AL7G21200",1653,3270,7
"AL7G21210",174,174,1
"AL7G21220",330,674,2
"AL7G21230",1980,4094,15
"AL7G21240",241,246,1
"AL7G21250",1494,3339,11
"AL7G21260",1083,2092,4
"AL7G21270",345,549,2
"AL7G21280",1083,2201,5
"AL7G21290",1104,1970,2
"AL7G21300",2721,2978,1
"AL7G21310",411,2215,4
"AL7G21320",1440,2898,10
"AL7G21330",480,1282,6
"AL7G21340",3120,4750,7
"AL7G21360",1764,2695,6
"AL7G21370",474,682,1
"AL7G21380",558,1012,3
"AL7G21390",684,1214,3
"AL7G21400",2124,3672,13
"AL7G21410",1935,4229,6
"AL7G21420",2364,2554,1
"AL7G21430",846,1861,9
"AL7G21440",2238,3907,9
"AL7G21450",312,584,1
"AL7G21460",339,548,1
"AL7G21470",309,581,2
"AL7G21480",225,708,2
"AL7G21490",222,743,2
"AL7G21500",906,1262,2
"AL7G21510",714,1911,4
"AL7G21520",546,1564,7
"AL7G21530",1401,4445,9
"AL7G21540",1902,3172,7
"AL5G21860",338,644,2
"AL7G21550",555,1024,2
"AL7G21560",1077,2211,7
"AL7G21580",2208,3361,6
"AL7G21590",747,1290,3
"AL7G21600",438,724,2
"AL7G21610",753,1932,3
"AL7G21620",1947,9579,11
"AL7G21630",939,2515,9
"AL7G21640",522,1533,5
"AL7G21650",1494,3032,14
"AL7G21660",834,1803,5
"AL7G21670",912,2713,6
"AL7G21680",NA,61,0
"AL7G21690",456,814,1
"AL7G21700",324,510,1
"AL7G21710",1290,1484,1
"AL7G21720",819,1433,2
"AL7G21730",1146,2023,7
"AL7G21740",543,1135,1
"AL7G21750",1428,2178,1
"AL1G30300",653,989,2
"AL7G21760",288,1202,3
"AL7G21770",425,568,2
"AL7G21780",550,819,1
"AL7G21790",2172,3232,6
"AL7G21800",2775,3396,3
"AL7G21810",1482,2930,9
"AL7G21820",120,1495,3
"AL7G21830",396,720,1
"AL7G21840",1740,3391,15
"AL7G21850",834,1232,3
"AL7G21860",249,294,1
"AL7G21870",849,1252,3
"AL7G21880",810,1229,3
"AL7G21890",852,2309,3
"AL7G21900",1566,1900,1
"AL7G21910",927,2093,5
"AL7G21920",807,944,1
"AL7G21980",336,336,1
"AL7G21930",267,1529,5
"AL7G21940",2136,4120,17
"AL7G21950",2121,3773,4
"AL7G22000",2847,5549,15
"AL7G22010",471,651,1
"AL7G22020",978,2469,4
"AL7G22030",2928,6698,21
"AL7G22040",6051,7876,10
"AL7G22050",1047,2283,5
"AL7G22060",13,470,1
"AL7G22070",2193,3187,4
"AL7G22080",2274,3365,9
"AL7G22090",2835,4600,9
"AL7G22100",3903,6629,7
"AL7G22110",1167,3052,12
"AL8G44160",160,201,1
"AL7G22120",2010,3108,3
"AL7G22130",360,691,2
"AL7G22140",384,808,2
"AL7G22150",165,205,1
"AL7G22160",240,537,2
"AL7G22170",243,627,2
"AL7G22180",1203,3442,10
"AL7G22200",1317,1369,1
"AL7G22210",1305,1464,1
"AL7G22220",2451,4710,10
"AL7G22230",273,1230,1
"AL7G22240",1641,2023,2
"AL7G22250",315,1074,1
"AL7G22260",507,693,1
"AL7G22270",561,846,1
"AL7G22280",852,1761,5
"AL7G22290",2487,3557,5
"AL7G22300",2256,4772,12
"AL7G22310",771,3413,5
"AL7G22320",3084,3674,3
"AL7G22330",1608,2917,4
"AL7G22340",204,696,1
"AL7G22350",3210,8645,34
"AL7G22360",1269,2172,10
"AL7G22370",1112,1589,3
"AL7G22380",522,869,1
"AL7G22390",1161,2679,13
"AL7G22400",312,1482,2
"AL7G22410",1581,1749,1
"AL7G22420",966,1758,2
"AL7G22430",672,1879,7
"AL7G22440",1092,2272,8
"AL7G22450",1581,1871,2
"AL7G22460",3633,7723,14
"AL7G22470",1617,2220,1
"AL7G22480",834,1934,3
"AL7G22490",804,1794,3
"AL7G22500",843,1796,3
"AL7G22510",759,1494,6
"AL7G22520",1255,2587,7
"AL7G22530",1387,2265,3
"AL7G22540",270,299,2
"AL7G22550",2505,3448,9
"AL7G22560",1575,3128,5
"AL7G22570",231,1649,4
"AL7G22580",1467,3617,15
"AL7G22590",1611,1892,1
"AL1G60290",574,937,3
"AL7G22600",1386,1680,1
"AL7G22610",1383,1418,1
"AL7G22620",1329,1548,1
"AL7G22630",1491,1865,1
"AL7G22640",708,1711,4
"AL7G22650",312,1091,2
"AL7G22660",573,918,1
"AL7G22670",236,359,2
"AL7G22690",234,380,2
"AL7G22700",1647,3007,2
"AL7G22720",1643,3199,2
"AL7G22740",756,756,1
"AL7G22750",891,1175,1
"AL7G10690",96,230,1
"AL7G22770",953,2826,1
"AL7G22780",996,1328,1
"AL3G15210",227,730,1
"AL7G22790",954,1918,8
"AL7G22800",1141,1687,3
"AL7G22810",972,1097,1
"AL682U10010",891,975,1
"AL682U10020",218,397,1
"AL7G22820",1485,2297,2
"AL7G22830",1086,1902,4
"AL7G22840",960,1590,5
"AL7G22850",669,1176,4
"AL7G22860",1010,2221,10
"AL7G22870",729,1470,4
"AL7G22880",921,1852,7
"AL7G22890",1173,2326,9
"AL7G22900",1461,3659,16
"AL7G22910",369,1864,2
"AL7G22920",576,1380,5
"AL7G22930",655,1055,4
"AL7G22940",2433,4115,12
"AL7G22950",3105,4088,7
"AL7G22960",390,1295,3
"AL7G22970",1338,1751,2
"AL7G22990",432,1775,3
"AL7G23000",894,1971,7
"AL7G23010",189,870,3
"AL7G23020",4485,6355,11
"AL7G23030",1047,1504,1
"AL7G23040",1173,1485,1
"AL7G23050",1161,1390,1
"AL7G23060",1185,1357,1
"AL7G23070",1617,2476,5
"AL7G23080",180,1282,2
"AL7G23090",405,1205,3
"AL7G23100",798,1844,7
"AL7G23120",1275,2219,3
"AL7G23130",375,1050,1
"AL7G23140",234,507,2
"AL7G23150",234,325,2
"AL7G23160",195,769,2
"AL7G23170",253,413,2
"AL7G23180",788,1639,3
"AL7G23190",770,1338,3
"AL7G23200",762,1249,3
"AL7G23210",1362,1596,2
"AL7G23220",1234,1519,1
"AL7G23230",1491,5901,6
"AL7G23240",1419,3351,13
"AL7G23250",1917,2513,5
"AL7G23260",1071,1342,1
"AL7G23270",693,2433,10
"AL7G23280",657,1874,6
"AL7G23290",1158,1751,3
"AL7G23300",1602,1939,1
"AL7G23310",1491,3146,7
"AL7G23320",939,1205,1
"AL7G23330",600,885,1
"AL7G23340",189,231,1
"AL7G23350",1221,4100,8
"AL7G23360",990,2032,5
"AL7G23370",777,1542,2
"AL7G23380",2871,3872,6
"AL7G23390",1905,2215,2
"AL7G23400",1332,2297,6
"AL7G23410",501,916,2
"AL7G23420",246,424,2
"AL7G23430",348,675,1
"AL7G23440",480,741,1
"AL7G23450",2166,5079,18
"AL7G23460",1809,3562,8
"AL7G23470",1065,2068,3
"AL7G23480",1443,2331,2
"AL7G23490",630,1886,8
"AL7G23500",713,5296,5
"AL7G23510",897,1684,6
"AL7G23520",845,1601,6
"AL8G28690",139,159,1
"AL7G23530",421,595,1
"AL7G23540",990,1774,6
"AL7G23550",885,5420,5
"AL7G23570",462,532,1
"AL7G23580",1281,2533,2
"AL7G23590",142,1170,2
"AL7G23600",1308,1539,1
"AL7G23610",1242,3494,14
"AL7G23620",1077,3637,10
"AL7G23630",879,1597,4
"AL7G23640",339,1989,4
"AL7G23650",193,234,1
"AL7G23660",627,1578,9
"AL7G23670",603,1926,9
"AL7G23680",1439,3142,7
"AL7G23690",2151,6525,11
"AL7G23700",2472,6697,12
"AL7G23710",1098,1750,5
"AL7G23720",421,465,1
"AL7G23730",825,1702,6
"AL7G23740",2772,4569,5
"AL7G23750",267,1158,1
"AL7G23760",987,1606,4
"AL7G23770",534,1745,5
"AL7G23780",1281,1742,1
"AL7G23800",4530,10237,39
"AL7G23810",1212,3060,13
"AL7G23820",330,724,2
"AL6G35170",NA,166,0
"AL7G23830",1518,1762,1
"AL7G23840",1314,2092,3
"AL7G23850",1662,4061,12
"AL7G23860",168,168,1
"AL7G23870",1878,2635,8
"AL7G23880",552,1182,2
"AL7G23890",3042,3401,2
"AL7G23900",747,1889,5
"AL7G23910",2051,2920,2
"AL7G23920",1959,2304,3
"AL7G23930",1239,2571,7
